Dish_Name,Cuisine_Type,Veg_Non,Describe,Spice_Level,Sugar_Level,Dish_Category,Food_ID,Weather_Type
Rajma Chawal,North Indian,Vegetarian,"Rajma, rice, butter and cream.",1,0,Rice,582,Hot
Chicken and Mushroom Pasta,Continental,Non-Vegetarian,Spaghetti pasta tossed with grilled chicken strips and sautéed mushrooms in a rich creamy sauce.,1,1,Main Course,583,Hot
cocoa cake,British,Non-Vegetarian,A rich chocolate cake.,0,3,Cakes,584,Hot
Crab and Corn Chowder,American,Non-Vegetarian,A light and flavorful soup featuring tender chunks of crab and corn. Serve with a side of garlic toast.,1,0,Soup,585,Rainy
Chicken 65,Indian,Non-Vegetarian,"Chicken 65 is a popular Indian dish made with marinated chicken coated in batter and deep fried until crispy. It is served as a starter or appetizer and is often accompanied by a spicy sauce or chutney. The dish gets its name from the number 65, which",5,1,Starter,586,Hot
Gulab Jamun,Indian,Vegetarian,Sweet dumplings soaked in sugar syrup,0,3,Dessert,587,Hot
Hearty Potato & Chicken Casserole,American,Non-Vegetarian,"A hearty meal that is perfect for a chilly night. A blend of chunky potatoes, chicken and a variety of vegetables, this casserole is sure to please.",0,0,Main Course,588,Hot
Mashed Potatoes,Irish,Non-Vegetarian,"Mashed potatoes are a traditional side dish that is popular in many cultures. They are made by boiling potatoes and then mashing them with milk, butter, and other seasonings. The resulting dish is creamy and fluffy, making it a perfect accompaniment to a variety of main dishes.",1,0,Side Dish,589,Hot
french toast,American,Non-Vegetarian,"Sautéed with onions and peppers, topped with cheese",3,1,Breakfast,590,Hot
Fish,American,Non-Vegetarian,Fish is a common name for aquatic animals,3,3,Seafood,591,Hot
Chocolate Chip Cookie Dough Ice Cream,Dessert,Non-Vegetarian,creamy chocolate chip cookie dough ice cream,1,3,Desserts,592,Hot
Fried Squid,Chinese,Non-Vegetarian,Squid battered and deep fried,3,1,Snacks,593,Hot
stuffed grape leaves,Arabic,Vegetarian,Grape leaves are stuffed with seasoned rice and herbs and then cooked in a tomato sauce.,2,1,Lebanese,594,Cold
Chicken Paratha,Indian,Non-Vegetarian,Chapati made with Chicken masala stuffing.,2,1,Main Course,595,Hot
Sous vide salmon,French,Non-Vegetarian,Baked salmon served with asparagus and potatoes,1,1,SeaFood,596,Hot
Spicy chicken sandwich,American,Non-Vegetarian,"Spicy chicken sandwich with lettuce, tomato and mayo on toasted white bread.",3,1,Sandwiches,597,Hot
Biryani,South Indian,Vegetarian,"Onion Rice cooked with coconut, ginger and spices.",1,0,Specialty Rice,598,Hot
Delicatessen,BBQ,Non-Vegetarian,"Natural casing beef frank, 100% beef, in a soft, bakery potato bun with mustard, ketchup, onions, and relish",3,2,Burgers,599,Hot
KULFI,Indian,Vegetarian,Sweet Dish,0,0,Desserts,600,Cold
Village chicken,North Indian,Non-Vegetarian,Village chicken,2,0,Chicken,601,Hot
Chilli paneer,North Indian,Vegetarian,"Paneer cooked with onions, capsicum, chillies and spices",4,1,North Indian,602,Hot
baked beans on toast,British,Vegetarian,Baked beans on toast.,2,3,Breakfast,603,Hot
Egg Sandwich,American,Non-Vegetarian,Chicken sandwich with a fried egg,1,2,Rice & Noodles,604,Rainy
Kurma,North Indian,Vegetarian,"Yogurt based curry made with fresh vegetables, chickpeas, and topped with cashew nuts.",2,2,Curry,605,Hot
Hakka noodles,Chinese,Non-Vegetarian,"Hakka noodles with chicken, onion and cabbage",2,0,Mains,606,Hot
Crispy Shrimp Tempura,Japanese,Non-Vegetarian,Crispy shrimp tempura.,0,0,Starter,607,Hot
Penang Nasi Lemak,Malaysian,Non-Vegetarian,"Served with fried chicken, egg, ikan bilis, cucumber and sambal.",3,0,Rice,608,Hot
Milo and coco puff cereal,Western,Non-Vegetarian,"A love affair between cocoa and cornflakes, this rich chocolate drink is a must-try for every chocoholic!",2,1,Beverages,609,Hot
Eggs Benedict,American,Non-Vegetarian,"Poached eggs on toasted English muffins, topped with sautéed onions, tomato and hollandaise sauce.",0,0,Breakfast,610,Hot
Vegetable ravioli,Italian,Vegetarian,Vegetable stuffed ravioli with a sweet &amp; sour tomato &amp; basil sauce.,3,1,Pasta,611,Hot
Beef Noodle Soup,Chinese,Non-Vegetarian,Savory Chinese noodle soup with stewed beef.,2,2,Soups,612,Hot
Superbowl Nachos,American,Non-Vegetarian,"Fritos, a layer of beef, refried beans, cheese, jalapenos, guacamole, sour cream, lettuce, olives, tomatoes",4,2,Starter,613,Hot
Chicken Paprika Soup,Hungarian,Non-Vegetarian,Chicken Paprika Soup,0,0,Soup,614,Hot
SALMON FISH,SEAFOOD,Non-Vegetarian,Grilled salmon fish,3,0,Seafood,615,Hot
PANEER MASALA,Indian,Vegetarian,Paneer Masala is a classic dish made with paneer in a spicy masala gravy.,1,0,Main Course,616,Hot
Home made Pizza,Italian,Non-Vegetarian,Home made Pizza,2,1,Snacks,617,Hot
French Fries,American,Non-Vegetarian,Thin cut fries seasoned with salt and pepper,2,1,Snacks,618,Rainy
Groundnut Soup,Nigerian,Non-Vegetarian,A Nigerian staple food made with groundnut soup.,4,1,Soups,619,Hot
Sambhar,South Indian,Vegetarian,Sambhar is a tangy south Indian soup made with a variety of vegetables and dal. Sambhar is served with rice and ghee.,2,1,Soups,620,Rainy
Penne Pasta with Mushrooms,Italian,Non-Vegetarian,"Penne pasta served with onions, mushrooms and tomatoes in a creamy sauce.",2,0,Main Course,621,Hot
Chicken Biryani,Non-veg,Non-Vegetarian,"Chicken Biryani is a popular dish from the Indian subcontinent. It is made with rice, spices, and chicken. The rice is cooked with the chicken, spices, and other ingredients such as onions, garlic, and ginger.",1,0,Rice,622,Hot
Stuffed Mushrooms,American,Non-Vegetarian,Mushrooms stuffed with cheese and bacon.,2,0,Appetizer,623,Hot
rice,Chinese,Non-Vegetarian,"Sichuan style fried rice with vegetables, seafood and chicken",2,2,Rice,624,Hot
Habañero Chicken Wings,American,Non-Vegetarian,Habañero Chicken Wings with Habañero lime sauce,2,0,Chicken,625,Hot
Gujiya,Indian,Vegetarian,Sweet dumpling with sweet boondi filling,1,1,Sweets,626,Hot
Fried Prawns in Pepper and Salt Sauce,Chinese,Non-Vegetarian,"Shrimp stir-fried in a sauce of black pepper, garlic, and salt. Served with steamed rice.",2,0,Seafood,627,Hot
Baklava,South Mediterranean,Non-Vegetarian,Crisp filo pastry filled with chopped nuts and sweetened and held together with sugar syrup,0,0,Sweets,628,Hot
Corn Griddle Cakes,Canadian,Non-Vegetarian,"Corn griddle cakes flavored with scallion, bacon, and cheddar.",1,2,Breakfast,629,Hot
Hake,British,Non-Vegetarian,"Hake, buttered",2,0,Fish & Seafood,630,Hot
Corn on the cob,Italian,Vegetarian,Grilled Corn on the Cob with Lime Butter,3,0,Desserts,631,Hot
Rice (white),American,Non-Vegetarian,"Rice (white), turkey breast, cranberries, buttered green beans and carrots.",2,0,Main Course,632,Hot
Chapati,Indian,Vegetarian,"Chapati made with atta flour, salt, water and oil.",4,1,Breads,633,Hot
Chicken tikka masala,Indian,Non-Vegetarian,Mildly spiced chicken pieces in a mildly spiced tomato and cream sauce.,2,1,Indian,634,Hot
tamarind chutney,Indian,Vegetarian,tamarind chutney,1,2,Side Dish,635,Hot
Chicken Rice,Chinese,Non-Vegetarian,Chicken Rice,2,0,Rice,636,Hot
Cheeseburger,American,Non-Vegetarian,"A meat patty smothered in cheese, lettuce, tomato, ketchup, and mustard, served on a toasted bun",1,2,Burger,637,Hot
Chicken Pizza,Chinese,Non-Vegetarian,"Chicken pizza made with tomato sauce, shredded mozzarella and parmesan cheese and chicken toppings.",2,1,Non-Vegetarian,638,Hot
Pickled red cabbage,European,Vegetarian,Pickled red cabbage,0,5,Side,639,Hot
Sushi,Japanese,Non-Vegetarian,"Sushi is a Japanese dish made with vinegared rice and other ingredients, such as raw fish or seafood, vegetables, and sometimes tropical fruits. It is commonly served with soy sauce, wasabi, and pickled ginger.",1,1,Sushi,640,Hot
Lasagna,Italian,Vegetarian,"Vegetable lasagna with a delicious tomato sauce, heirloom tomatoes, basil, ricotta, mozzarella and parmesan cheese.",2,0,Italian,641,Hot
Pork Chops,International,Non-Vegetarian,Pork chops or loin chops are cuts of meat from the loin of a pig.,0,0,Pork,642,Hot
Hash Browns,American,Non-Vegetarian,"Hash Browns are a traditional American breakfast dish made from grated potatoes and onions that are pan-fried until crispy and golden brown. They are typically served alongside eggs, bacon, and other breakfast items.",1,0,Breakfast,643,Hot
Soup,Japanese,Non-Vegetarian,"Miso soup with tofu, seaweed and chicken.",0,1,Soup,644,Hot
Potato cakes,American,Vegetarian,Potato cakes,2,3,Snacks,645,Hot
Discotheque,Global Fusion,Non-Vegetarian,"Sizzling grilled veal sausages, mustard sauce, potato mash.",1,0,European,646,Hot
Pizza,Western,Non-Vegetarian,Mexican style pizza.,1,2,Main Course,647,Rainy
Fried rice,Asian,Vegetarian,Vegetarian Fried Rice with Egg and Vegetables.,3,0,Rice,648,Hot
Steamed rice,Chinese,Non-Vegetarian,Steamed rice with chicken curry,2,0,Rice,649,Rainy
French Toast,American,Non-Vegetarian,"4 pieces of thick grilled french toast made from brioche, served with maple syrup and fresh fruit salad",1,1,Breakfast,650,Hot
Pumpkin Pancakes,American,Vegetarian,Pumpkin pancakes with maple syrup and butter,1,1,Breakfast,651,Hot
French toast with fruits,American,Non-Vegetarian,"Thick slices of French bread brushed with butter, grilled until golden brown, then topped with a mixture of vanilla yogurt, honey, banana slices, strawberries and blueberries.",1,2,Breakfast,652,Hot
Hamburger with cheese,American,Non-Vegetarian,"Hamburger with cheese, lettuce, tomato and onion with mayonnaise sauce. Serve with french fries and soda.",1,2,Junk Food,653,Hot
Crab Cakes,American,Non-Vegetarian,Crispy golden brown crab cakes topped with a jalapeno aioli and served with our cole slaw.,0,1,Appetizers,654,Hot
Chicken Salad,American,Non-Vegetarian,"Salad with grilled chicken, lettuce, bell pepper, carrots, cucumber, red onion, tomato, celery, red cabbage and a yummy creamy dressing. Served with warm bread.",1,1,Salads,655,Hot
CHICKEN MARRONS,French,Non-Vegetarian,Chicken breasts stuffed with wild mushrooms and shallots in a creamy sauce,2,1,Main Course,656,Rainy
Sweet corn soup,Chinese,Vegetarian,Sweet corn soup with noodles and egg in it,3,1,Soup & Salad,657,Hot
Spaghetti,Italian,Non-Vegetarian,"Spicy marinara spaghetti, fried sausages, fried mushrooms and peppers.",2,1,Main Course,658,Hot
sweet and sour chicken,American,Non-Vegetarian,Sweet and sour chicken with rice.,0,2,Chinese,659,Hot
Jalebi with Rabdi,Indian,Vegetarian,Gulab Jamun served with rabdi,1,2,Dessert,660,Hot
French toast,American,Non-Vegetarian,French toast made with thick slices of bread dipped in an egg batter and fried.,1,3,Breakfast,661,Hot
Grilled salmon,North American,Non-Vegetarian,Grilled salmon with lemon-butter sauce,3,0,Fish,662,Hot
Pasta,Fusion,Vegetarian,"A simple bowl of Pasta with tomato sauce, cheddar cheese, and basil.",0,0,Other,663,Hot
Pasta Sauce,Italian,Non-Vegetarian,A hearty tomato based sauce for pasta.,2,0,Main Course,664,Hot
Gaspar,European,Non-Vegetarian,Pork chops with onion and potato.,1,0,Meat,665,Hot
Bread,European,Non-Vegetarian,Warm ciabatta bread,1,3,Bread,666,Hot
芋头炒蛋,Chinese,Vegetarian,芋头炒蛋,0,0,Stir-fry,667,Hot
Spicy Fish Masala,Seafood,Non-Vegetarian,"Spicy Fish Masala is a delicious seafood dish that is packed with flavor. It is made with fresh fish that is marinated in a blend of spices and then cooked in a fragrant sauce that is made with onions, tomatoes, and other spices. The result is a dish that is both",3,0,Main Course,668,Hot
Fried Oysters,American,Non-Vegetarian,"A dish that is widely popular in restaurants, particularly in the southern and western parts of the United States. It involves frying oysters in a light batter, typically made with flour and seasonings. The oysters are usually served with a dipping sauce, such as tartar sauce or cocktail sauce.",2,1,Seafood,669,Hot
Chicken Rice,Chinese,Non-Vegetarian,"Chicken Rice - A popular dish in Singapore, it is a plate of fragrant rice cooked in chicken broth and served with steamed chicken, slices of cucumber, a piece of chicken fat, a piece of ginger, and a mixture of dark soy sauce, light soy sauce, and",0,0,Rice & Noodles,670,Hot
Mushroom cream soup,Continental,Vegetarian,Mushroom cream soup,1,0,Soup,671,Hot
Chow Mein,Chinese,Non-Vegetarian,Noodles tossed with vegetables and chicken,3,2,Instant,672,Hot
Fried chicken,American,Non-Vegetarian,Crispy fried chicken,3,0,Main course,673,Hot
Garlic Butter Shrimp,American,Non-Vegetarian,Butter-grilled shrimp tossed in a garlic butter sauce,2,0,Seafood,674,Hot
Chicken Tikka,Indian,Non-Vegetarian,Tandoori Chicken Pieces,2,0,Chicken,675,Hot
Strapatsada,Greek,Vegetarian,"Strapatsada is a Greek dish made with eggs, feta cheese, tomato sauce, and bread. It is traditionally served for breakfast and is a popular dish in the country.",3,0,Breakfast,676,Hot
Biryani,Indian,Non-Vegetarian,"Biryani is a rice dish made with meat, poultry, fish, eggs, or vegetables, spices, and rice.",1,0,Rice,677,Hot
Potato salad,Cajun / Creole,Non-Vegetarian,"Potatoes, celery, onion, bacon, mayonnaise, and salt.",2,0,Entree,678,Hot
Egg Puffs,Indian,Vegetarian,"Crispy egg puffs with a soft filling of onion, potato, peas and coriander fried in chickpea flour and spices.",2,0,Snacks,679,Hot
Billede,Scandinavian,Non-Vegetarian,"Pork chops roasted with potato, broccoli and carrots, seasoned with salt and pepper",0,1,Main Course,680,Hot
Omelette,Continental,Non-Vegetarian,"A combination of eggs, milk and cheese.",2,0,Breakfast,681,Hot
Bread,American,Non-Vegetarian,Toasted bread with butter,0,0,Bread,682,Hot
Fried egg sandwich,American,Non-Vegetarian,Fried egg sandwich,1,1,Breakfast,683,Hot
Mashed Potatoes,French,Non-Vegetarian,Mashed Potatoes,2,1,Side Dish,684,Hot
Chicken Tikka Masala,Indian,Non-Vegetarian,Chicken Tikka Masala is a popular Indian dish made with marinated chicken pieces that are cooked in a creamy tomato and spice sauce. The dish is typically served with rice or naan bread.,1,1,Indian,685,Hot
Carnitas Tacos,Mexican,Non-Vegetarian,"Tacos made with Carnitas, with onions, cilantro and lime, served in a corn tortilla.",1,0,Main Course,686,Hot
HAM,American,Non-Vegetarian,Ham is a muscle that is cut from the hind leg of the pig. It has a lot of fat and is pink in color.,3,0,Meat,687,Hot
chicken parmigiana,Italian,Non-Vegetarian,"This dish is made using a breaded chicken cutlet, tomato sauce, and melted cheese. It is typically served with pasta or a side salad.",2,0,Italian,688,Hot
Baked Chicken,American,Non-Vegetarian,A baked chicken dish.,3,2,Main Course,689,Hot
Grilled Chicken with Creamy Mushroom Sauce,Italian,Non-Vegetarian,Grilled Chicken with Creamy Mushroom Sauce,0,0,Main Course,690,Hot
Tuna steak,Western,Non-Vegetarian,A Tuna steak,1,0,Mains,691,Hot
Sweet Pepper Pizza,Pizza,Non-Vegetarian,"Italian pizza made with Italian sweet pepper, tomato, onion, chili, mozzarella and red wine vinegar",2,3,Italian,692,Hot
Pork Skewers (Yang Rou Chuan),Chinese,Non-Vegetarian,A street food specialty from China that is usually found in markets and street stalls.,3,1,Main Dish,693,Hot
"Special Pizza com Rocket, Salame, Bacon, Cebola, Bacon, Tomate Seco, Pesto, Azeite e Molho",Pizzaria,Non-Vegetarian,"Mussels, Bacon, Linguica, Broccoli, Salame, Tomate Seco, Pesto, Azeite e Molho, Mussels, Bacon, Linguica, Broccoli, Salame, Tomate Seco, Pesto, Azeite e Mol",1,4,Pizza,694,Hot
PANCIT PALABOK,Philippines,Non-Vegetarian,"Pancit Palabok is a Filipino noodle dish consisting of rice noodles topped with shrimp sauce and chicharon. The dish is often served with calamansi, sliced green onions, and hard-boiled eggs.",0,0,Noodles,695,Hot
Pasta Bolognese (with prawn),Italian,Non-Vegetarian,"Large, tender prawns tossed in Pasta Bolognese sauce, topped with cheddar cheese and freshly chopped parsley.",1,0,Main course,696,Humid
samsung,western,Non-Vegetarian,Sandwich with buffalo wings,1,1,American,697,Hot
Rack of Lamb,American,Non-Vegetarian,Roasted Rack of Lamb with morello cherries and roasted garlic & rosemary.,2,10,Red Meat,698,Hot
Tuna Sandwich,American,Non-Vegetarian,"Tuna, lettuce, tomato and mayonnaise on white bread",2,1,Sandwiches,699,Rainy
Watermelon,Indian,Vegetarian,Watermelon with ice,2,0,Dessert,700,Hot
Mackerel,Scottish,Non-Vegetarian,Fried Mackerel fillet with creamy dill sauce.,1,0,Seafood,701,Hot
Polpette,Italian,Vegetarian,Vegetable meatballs in a tomato sauce.,0,0,Appetizers,702,Hot
TUNA AND CUCUMBER SALAD,Western,Non-Vegetarian,Tuna and cucumber salad with red wine vinegar dressing.,0,0,Salad,703,Hot
falooda,Indian,Non-Vegetarian,"Ice Cream, Cream, Milk, Rose Syrup, Falooda Jelly, Chow Chow, Nuts",2,1,Dessert,704,Rainy
Masala Fish Fry,Indian,Non-Vegetarian,"Pieces of fish, marinated in spices, coated in flour and shallow-fried",3,0,Starter,705,Hot
Briyani,Mughlai,Non-Vegetarian,"Briyani is a rice dish from the Indian subcontinent. It is prepared with spices, rice and meat. It is cooked with long grain basmati rice, ghee or vegetable oil.",4,0,Rice,706,Hot
